fuente,titulo,descripcion,url,veracidad
colombiaCheck,Este video en el que suben a una ballena a un barco para quitarle percebes fue creado con IA,Las imágenes que circulan en redes sociales no son reales: fueron creadas con inteligencia artificial por un canal dedicado a producir contenido ficticio.,https://colombiacheck.com/chequeos/este-video-en-el-que-suben-una-ballena-un-barco-para-quitarle-percebes-fue-creado-con-ia,0
colombiaCheck,Cadena falsa sobre visitas que suplantan al MinInterior alarma en Colombia y pasó por otros países,"La entidad ya había dicho que el mensaje viral, donde su nombre está mal, es mentira. La misma desinformación ha sido desmentida en Venezuela, México y España.",https://colombiacheck.com/chequeos/cadena-falsa-sobre-visitas-que-suplantan-al-mininterior-alarma-en-colombia-y-paso-por,0
colombiaCheck,Video engaña al asociar alerta por inscripción inusual de votantes con zona binacional y migrantes,"Aunque la Procuraduría advirtió del aumento extraordinario en el registro de cédulas, este no se concentra en municipios fronterizos ni incluye a personas extranjeras.",https://colombiacheck.com/chequeos/video-engana-al-asociar-alerta-por-inscripcion-inusual-de-votantes-con-zona-binacional-y,0
colombiaCheck,Video incita negacionismo del asesinato de Miguel Uribe con montaje de audio a su viuda en el funeral,Editaron con IA una conversación inaudible entre Claudia Tarazona y otra familiar para alentar la narrativa falsa de que el crimen fue un montaje y él está en Miami.,https://colombiacheck.com/chequeos/video-incita-negacionismo-del-asesinato-de-miguel-uribe-con-montaje-de-audio-su-viuda-en,0
colombiaCheck,Pieza suplanta a W Radio para atribuirle a Cabal rechazo e insultos contra Jota Pe Hernández,El montaje imita una plantilla de la emisora una supuesta frase de la senadora y precandidata presidencial de la que no hay ningún registro.,https://colombiacheck.com/chequeos/pieza-suplanta-w-radio-para-atribuirle-cabal-rechazo-e-insultos-contra-jota-pe-hernandez,0
colombiaCheck,Revive cadena contra procesos de paz falsamente atribuida a Diana Uribe,Esta desinformación circula desde 2016 y ya la habíamos desmentido en 2023. La misma divulgadora de historia negó ser la autora del texto.,https://colombiacheck.com/chequeos/revive-cadena-contra-procesos-de-paz-falsamente-atribuida-diana-uribe,0
colombiaCheck,Video serofóbico le atribuye testimonio apócrifo a MinIgualdad sobre transmisión de VIH a Petro,"Juan Carlos Florián, quien recién asumió el cargo, sí vive con ese virus, pero nunca ha hablado de que el presidente lo haya adquirido en supuestas relaciones con él.",https://colombiacheck.com/chequeos/video-serofobico-le-atribuye-testimonio-apocrifo-minigualdad-sobre-transmision-de-vih,0
colombiaCheck,Es falso este video viral de una orca atacando a su entrenadora: fue generado con inteligencia artificial,El parque donde habría ocurrido el hecho no existe y tampoco hay registros de la supuesta entrenadora Jessica Radcliffe.,https://colombiacheck.com/chequeos/es-falso-este-video-viral-de-una-orca-atacando-su-entrenadora-fue-generado-con,0
colombiaCheck,"Cita sobre desmantelar DEA, CIA y FBI para acabar carteles en México es falsamente atribuida a Xi",Es una frase apócrifa del presidente de China que circula luego de que Trump ordenó el uso del ejército de Estados Unidos contra el narcotráfico fuera de su país.,https://colombiacheck.com/chequeos/cita-sobre-desmantelar-dea-cia-y-fbi-para-acabar-carteles-en-mexico-es-falsamente,0
colombiaCheck,Video que muestra a Donald Trump bailando en el techo de la Casa Blanca fue manipulado digitalmente,"El presidente de Estados Unidos subió el 5 de agosto a la cubierta de la sede de Gobierno, pero en ningún momento se le vio bailando.",https://colombiacheck.com/chequeos/video-que-muestra-donald-trump-bailando-en-el-techo-de-la-casa-blanca-fue-manipulado,0
colombiaCheck,Viejo contrato de Miguel Uribe con UNGRD es sacado de contexto para insinuar corrupción sin pruebas,"El vínculo con Gestión del Riesgo existió, pero en 2020, durante el gobierno Duque. No se relaciona con el escándalo del gobierno actual por hechos de 2023 y 2024.",https://colombiacheck.com/chequeos/viejo-contrato-de-miguel-uribe-con-ungrd-es-sacado-de-contexto-para-insinuar-corrupcion,0
colombiaCheck,Video de Adele con la bandera de Colombia es viejo y no tiene nada que ver con Petro ni con Gaza,La cantante sostuvo el tricolor nacional en un concierto en Las Vegas en septiembre de 2023 porque un fan se la regaló. No hubo ningún gesto o palabra sobre el presidente ni su apoyo a Palestina.,https://colombiacheck.com/chequeos/video-de-adele-con-la-bandera-de-colombia-es-viejo-y-no-tiene-nada-que-ver-con-petro-ni-0,0
colombiaCheck,Montaje simula discurso de Petro diciendo que no le alegra ni entristece la muerte de Miguel Uribe,El clip fue manipulado con inteligencia artificial. El presidente ha reconocido que el atentado al opositor es un fracaso de su gobierno.,https://colombiacheck.com/chequeos/montaje-simula-discurso-de-petro-diciendo-que-no-le-alegra-ni-entristece-la-muerte-de,0
colombiaCheck,Empresa alemana vinculada con Venezuela y Cuba no está detrás del nuevo convenio para fabricación de pasaportes en Colombia,"La compañía Veridos manifestó en 2024 interés de quedarse con el contrato, pero el negocio nunca se concretó.",https://colombiacheck.com/chequeos/empresa-alemana-vinculada-con-venezuela-y-cuba-no-esta-detras-del-nuevo-convenio-para,0
colombiaCheck,Petro publicó y borró imágenes creadas con IA de manifestación en Japón a favor de Palestina,Las supuestas fotos revelan rasgos característicos de contenido generado con inteligencia artificial. No hay evidencia de protestas propalestinas recientes de esa magnitud en el país nipón.,https://colombiacheck.com/chequeos/petro-publico-y-borro-imagenes-creadas-con-ia-de-manifestacion-en-japon-favor-de-palestina,0
colombiaCheck,Montaje aparenta que la presidenta de México calificó el magnicidio de Uribe Turbay como algo ‘bueno’,"Hasta ahora, Sheinbaum no se ha referido al asesinato del senador y precandidato presidencial colombiano. Anteriormente condenó el atentado. El video sería de IA.",https://colombiacheck.com/chequeos/montaje-aparenta-que-la-presidenta-de-mexico-califico-el-magnicidio-de-uribe-turbay-como,0
colombiaCheck,Mensaje contra Miguel Uribe tras su muerte recicla montaje que le atribuye frase sobre EPS,No existe registro que el asesinado senador y precandidato presidencial haya dicho que “las EPS prestarían un mejor servicio si los usuarios no se enfermaran”.,https://colombiacheck.com/chequeos/mensaje-contra-miguel-uribe-tras-su-muerte-recicla-montaje-que-le-atribuye-frase-sobre-eps,0
colombiaCheck,Petro trató de descalificar foto verdadera de marcha contra la condena de Álvaro Uribe,"El presidente se sumó a cuentas de redes, periodistas y a la IA Grok, que pusieron en duda la autenticidad de la imagen de la Plaza de Bolívar de Bogotá.",https://colombiacheck.com/chequeos/petro-trato-de-descalificar-foto-verdadera-de-marcha-contra-la-condena-de-alvaro-uribe,0
colombiaCheck,Tres años de Petro: la oposición da un balance más acertado del gobierno que el presidente,"El mandatario y tres voceras que lo contradijeron el 20 de julio en el Capitolio tocaron varios temas comunes. Al verificar sus afirmaciones, a las congresistas les fue mejor.",https://colombiacheck.com/chequeos/tres-anos-de-petro-la-oposicion-da-un-balance-mas-acertado-del-gobierno-que-el-presidente,0
colombiaCheck,Valencia y Garrido responden con mayoría de datos ciertos a impreciso balance de seguridad de Petro,"El presidente destaca la mejora en indicadores escogidos a conveniencia. Las congresistas aciertan en la mayoría de datos, con un par de excepciones y peros.",https://colombiacheck.com/chequeos/valencia-y-garrido-responden-con-mayoria-de-datos-ciertos-impreciso-balance-de-seguridad,0
colombiaCheck,Petro amaña avances en nuevos cupos universitarios y Castillo se precipita a declarar incumplimiento,"Ambos políticos tergiversan los resultados, que incluyen otros tipos de instituciones. El presidente da dos versiones del mismo dato y la congresista ignora que la meta va al día.",https://colombiacheck.com/chequeos/petro-amana-avances-en-nuevos-cupos-universitarios-y-castillo-se-precipita-declarar,0
colombiaCheck,Valencia acierta al desmentir cálculo falso de deudas de las EPS que Petro se sacó de la manga,El presidente insiste en argüir cuentas falaces para inflar la cifra en su cruzada contra el sistema de salud. La senadora de oposición tiene razón al corregirlo.,https://colombiacheck.com/chequeos/valencia-acierta-al-desmentir-calculo-falso-de-deudas-de-las-eps-que-petro-se-saco-de-la,0
colombiaCheck,"Montaje de valla ‘Uribe en la cárcel, Córdoba te odia’ fue hecho sobre otro con el mensaje opuesto","La imagen de la pancarta fue manipulada digitalmente y se basa en otra que fue publicada en 2020 con el mensaje “Uribe en libertad, Córdoba te apoya”.",https://colombiacheck.com/chequeos/montaje-de-valla-uribe-en-la-carcel-cordoba-te-odia-fue-hecho-sobre-otro-con-el-mensaje,0
colombiaCheck,Se burlan de Paloma Valencia con montaje de trino que atribuye sismo en Rusia a la condena de Uribe,"Aunque la senadora y precandidata presidencial opositora ha criticado el fallo contra el exmandatario, no existe registro del mensaje en X que le endosan.",https://colombiacheck.com/chequeos/se-burlan-de-paloma-valencia-con-montaje-de-trino-que-atribuye-sismo-en-rusia-la-condena,0
colombiaCheck,Condena a Álvaro Uribe revive fotomontaje donde lo ponen junto a Pablo Escobar,"La cara del expresidente fue sacada de una foto tomada años después de la muerte del jefe del Cartel de Medellín, como ya habíamos verificado.",https://colombiacheck.com/chequeos/condena-alvaro-uribe-revive-fotomontaje-donde-lo-ponen-junto-pablo-escobar,0
colombiaCheck,El expresidente colombiano Álvaro Uribe NO fue detenido en su juicio condenatorio: ese video fue creado con IA,El exmandatario no estaba en un juzgado cuando recibió la sentencia de 12 años de prisión domiciliaria. La foto de una presentación que sí hizo Uribe el 8 de julio de 2025 pudo ser el punto de partida...,https://colombiacheck.com/chequeos/el-expresidente-colombiano-alvaro-uribe-no-fue-detenido-en-su-juicio-condenatorio-ese,0
colombiaCheck,"Video de jueza Heredia riéndose es después de la audiencia de condena a Uribe, no mientras él habla",El fragmento de la grabación fue descontextualizado para atacar una vez más a la funcionaria que sentenció al expresidente por fraude procesal y soborno a testigos.,https://colombiacheck.com/chequeos/video-de-jueza-heredia-riendose-es-despues-de-la-audiencia-de-condena-uribe-no-mientras-el,0
colombiaCheck,Montaje contra la jueza Sandra Heredia la muestra abrazada con Petro y Claudia López,La imagen manipulada se suma a los ataques contra la funcionaria que condenó a Uribe. Quien realmente aparece en esa posición en la foto original es la urbanista María Mercedes Maldonado.,https://colombiacheck.com/chequeos/montaje-contra-la-jueza-sandra-heredia-la-muestra-abrazada-con-petro-y-claudia-lopez,0
colombiaCheck,Imagen de jueza Sandra Heredia abrazada con Iván Cepeda mientras Petro aplaude es un ataque con IA,"La supuesta foto ha sido difundida desde el 28 de julio, día de la audiencia de lectura del sentido del fallo contra el expresidente Álvaro Uribe Vélez.",https://colombiacheck.com/chequeos/magen-de-jueza-sandra-heredia-abrazada-con-ivan-cepeda-mientras-petro-aplaude-es-un-ataque,0
colombiaCheck,Medio petrista difunde comparación mentirosa entre sueldos de soldados en distintos gobiernos,La imagen viral exagera el aumento otorgado por la administración actual a la bonificación de los uniformados con una gráfica basada en cifras falsas.,https://colombiacheck.com/chequeos/medio-petrista-difunde-comparacion-mentirosa-entre-sueldos-de-soldados-en-distintos,0
colombiaCheck,Reaparece trampa del ‘Bono Mujer’ atribuido al Gobierno para robar información,Se trata de un intento de ‘phishing’ que ya circuló antes en el país y en otras regiones de Latinoamérica. El Departamento de Prosperidad Social también lo desmintió.,https://colombiacheck.com/chequeos/reaparece-trampa-del-bono-mujer-atribuido-al-gobierno-para-robar-informacion,0
colombiaCheck,Portada ‘El robo de la Igualdad’ atribuida a Semana con foto del ministro Rosero es una suplantación,No hay registros de esta carátula y ningún otro medio ha reportado sobre la supuesta denuncia de contrataciones irregulares en el Ministerio de la Igualdad.,https://colombiacheck.com/chequeos/portada-el-robo-de-la-igualdad-atribuida-semana-con-foto-del-ministro-rosero-es-una,0
colombiaCheck,"Cuentas uribistas atacan a jueza Heredia con frases apócrifas, tergiversadas o sacadas de contexto","Es mentira que la funcionaria que halló culpable a Uribe haya dicho que Cepeda le entregó lujos al testigo Monsalve o que el reloj espía fue alterado, pero era válido.",https://colombiacheck.com/chequeos/cuentas-uribistas-atacan-jueza-heredia-con-frases-apocrifas-tergiversadas-o-sacadas-de,0
colombiaCheck,Esta imagen de Donald Trump con Jeffrey Epstein y una adolescente tiene indicios de creación con IA,"No hay registros confiables de la imagen, que tiene indicios de haber sido creada con inteligencia artificial.",https://colombiacheck.com/chequeos/esta-imagen-de-donald-trump-con-jeffrey-epstein-y-una-adolescente-tiene-indicios-de,0
colombiaCheck,"Empresa de Akerman emitió informe a favor de Chiquita Brands, pero él no testificó en el proceso",Una “nota ciudadana” de Las2Orillas tergiversa las revelaciones de una investigación de Vorágine sobre la consultoría que apoyó la defensa de la bananera.,https://colombiacheck.com/chequeos/empresa-de-akerman-emitio-informe-favor-de-chiquita-brands-pero-el-no-testifico-en-el,0
colombiaCheck,Estas fotos no corresponden a un tsunami en julio de 2025,"Las imágenes son de desastres naturales ocurridos años atrás, como el del terremoto y maremoto de Japón en el 2011.",https://colombiacheck.com/chequeos/estas-fotos-no-corresponden-un-tsunami-en-julio-de-2025,0
colombiaCheck,Fallo contra Uribe revive ataque a fiscal Camargo con foto de ‘izquierda radical’ donde no sale,"La persona que posa abrazada junto a Iván Velásquez, León Valencia, Claudia López e Iván Cepeda en realidad es la politóloga y analista Natalia Springer.",https://colombiacheck.com/chequeos/fallo-contra-uribe-revive-ataque-fiscal-camargo-con-foto-de-izquierda-radical-donde-no,0
